path,emotion
data/training/Actor_26/26_01_01_01_limb_sad.wav,sad
data/training/Actor_26/26_01_01_01_gin_sad.wav,sad
data/training/Actor_26/26_01_01_01_nag_sad.wav,sad
data/training/Actor_26/26_01_01_01_cheek_sad.wav,sad
data/training/Actor_26/26_01_01_01_chalk_sad.wav,sad
data/training/Actor_26/26_01_01_01_youth_sad.wav,sad
data/training/Actor_26/26_01_01_01_bean_sad.wav,sad
data/training/Actor_26/26_01_01_01_talk_sad.wav,sad
data/training/Actor_26/26_01_01_01_whip_sad.wav,sad
data/training/Actor_26/26_01_01_01_tape_sad.wav,sad
data/training/Actor_26/26_01_01_01_when_sad.wav,sad
data/training/Actor_26/26_01_01_01_king_sad.wav,sad
data/training/Actor_26/26_01_01_01_came_sad.wav,sad
data/training/Actor_26/26_01_01_01_hire_sad.wav,sad
data/training/Actor_26/26_01_01_01_red_sad.wav,sad
data/training/Actor_26/26_01_01_01_late_sad.wav,sad
data/training/Actor_26/26_01_01_01_chair_sad.wav,sad
data/training/Actor_26/26_01_01_01_chat_sad.wav,sad
data/training/Actor_26/26_01_01_01_bite_sad.wav,sad
data/training/Actor_26/26_01_01_01_keg_sad.wav,sad
data/training/Actor_26/26_01_01_01_neat_sad.wav,sad
data/training/Actor_26/26_01_01_01_gaze_sad.wav,sad
data/training/Actor_26/26_01_01_01_page_sad.wav,sad
data/training/Actor_26/26_01_01_01_hole_sad.wav,sad
data/training/Actor_26/26_01_01_01_home_sad.wav,sad
data/training/Actor_26/26_01_01_01_sour_sad.wav,sad
data/training/Actor_26/26_01_01_01_sub_sad.wav,sad
data/training/Actor_26/26_01_01_01_said_sad.wav,sad
data/training/Actor_26/26_01_01_01_name_sad.wav,sad
data/training/Actor_26/26_01_01_01_chain_sad.wav,sad
data/training/Actor_26/26_01_01_01_puff_sad.wav,sad
data/training/Actor_26/26_01_01_01_raise_sad.wav,sad
data/training/Actor_26/26_01_01_01_room_sad.wav,sad
data/training/Actor_26/26_01_01_01_shawl_sad.wav,sad
data/training/Actor_26/26_01_01_01_mill_sad.wav,sad
data/training/Actor_26/26_01_01_01_hit_sad.wav,sad
data/training/Actor_26/26_01_01_01_pool_sad.wav,sad
data/training/Actor_26/26_01_01_01_should_sad.wav,sad
data/training/Actor_26/26_01_01_01_hush_sad.wav,sad
data/training/Actor_26/26_01_01_01_fat_sad.wav,sad
data/training/Actor_26/26_01_01_01_wag_sad.wav,sad
data/training/Actor_26/26_01_01_01_bar_sad.wav,sad
data/training/Actor_26/26_01_01_01_food_sad.wav,sad
data/training/Actor_26/26_01_01_01_love_sad.wav,sad
data/training/Actor_26/26_01_01_01_tip_sad.wav,sad
data/training/Actor_26/26_01_01_01_young_sad.wav,sad
data/training/Actor_26/26_01_01_01_wheat_sad.wav,sad
data/training/Actor_26/26_01_01_01_pass_sad.wav,sad
data/training/Actor_26/26_01_01_01_door_sad.wav,sad
data/training/Actor_26/26_01_01_01_ring_sad.wav,sad
data/training/Actor_26/26_01_01_01_juice_sad.wav,sad
data/training/Actor_26/26_01_01_01_merge_sad.wav,sad
data/training/Actor_26/26_01_01_01_soup_sad.wav,sad
data/training/Actor_26/26_01_01_01_cool_sad.wav,sad
data/training/Actor_26/26_01_01_01_ton_sad.wav,sad
data/training/Actor_26/26_01_01_01_time_sad.wav,sad
data/training/Actor_26/26_01_01_01_deep_sad.wav,sad
data/training/Actor_26/26_01_01_01_lid_sad.wav,sad
data/training/Actor_26/26_01_01_01_live_sad.wav,sad
data/training/Actor_26/26_01_01_01_sell_sad.wav,sad
data/training/Actor_26/26_01_01_01_book_sad.wav,sad
data/training/Actor_26/26_01_01_01_jail_sad.wav,sad
data/training/Actor_26/26_01_01_01_cause_sad.wav,sad
data/training/Actor_26/26_01_01_01_search_sad.wav,sad
data/training/Actor_26/26_01_01_01_vote_sad.wav,sad
data/training/Actor_26/26_01_01_01_tire_sad.wav,sad
data/training/Actor_26/26_01_01_01_mop_sad.wav,sad
data/training/Actor_26/26_01_01_01_reach_sad.wav,sad
data/training/Actor_26/26_01_01_01_haze_sad.wav,sad
data/training/Actor_26/26_01_01_01_south_sad.wav,sad
data/training/Actor_26/26_01_01_01_keen_sad.wav,sad
data/training/Actor_26/26_01_01_01_knock_sad.wav,sad
data/training/Actor_26/26_01_01_01_long_sad.wav,sad
data/training/Actor_26/26_01_01_01_soap_sad.wav,sad
data/training/Actor_26/26_01_01_01_check_sad.wav,sad
data/training/Actor_26/26_01_01_01_mouse_sad.wav,sad
data/training/Actor_26/26_01_01_01_pad_sad.wav,sad
data/training/Actor_26/26_01_01_01_yes_sad.wav,sad
data/training/Actor_26/26_01_01_01_luck_sad.wav,sad
data/training/Actor_26/26_01_01_01_goose_sad.wav,sad
data/training/Actor_26/26_01_01_01_such_sad.wav,sad
data/training/Actor_26/26_01_01_01_burn_sad.wav,sad
data/training/Actor_26/26_01_01_01_pearl_sad.wav,sad
data/training/Actor_26/26_01_01_01_choice_sad.wav,sad
data/training/Actor_26/26_01_01_01_pick_sad.wav,sad
data/training/Actor_26/26_01_01_01_loaf_sad.wav,sad
data/training/Actor_26/26_01_01_01_near_sad.wav,sad
data/training/Actor_26/26_01_01_01_rough_sad.wav,sad
data/training/Actor_26/26_01_01_01_mood_sad.wav,sad
data/training/Actor_26/26_01_01_01_shack_sad.wav,sad
data/training/Actor_26/26_01_01_01_wire_sad.wav,sad
data/training/Actor_26/26_01_01_01_shout_sad.wav,sad
data/training/Actor_26/26_01_01_01_hurl_sad.wav,sad
data/training/Actor_26/26_01_01_01_raid_sad.wav,sad
data/training/Actor_26/26_01_01_01_gun_sad.wav,sad
data/training/Actor_26/26_01_01_01_chief_sad.wav,sad
data/training/Actor_26/26_01_01_01_learn_sad.wav,sad
data/training/Actor_26/26_01_01_01_rose_sad.wav,sad
data/training/Actor_26/26_01_01_01_perch_sad.wav,sad
data/training/Actor_26/26_01_01_01_jug_sad.wav,sad
data/training/Actor_26/26_01_01_01_read_sad.wav,sad
data/training/Actor_26/26_01_01_01_doll_sad.wav,sad
data/training/Actor_26/26_01_01_01_judge_sad.wav,sad
data/training/Actor_26/26_01_01_01_lose_sad.wav,sad
data/training/Actor_26/26_01_01_01_lore_sad.wav,sad
data/training/Actor_26/26_01_01_01_pain_sad.wav,sad
data/training/Actor_26/26_01_01_01_life_sad.wav,sad
data/training/Actor_26/26_01_01_01_gas_sad.wav,sad
data/training/Actor_26/26_01_01_01_dab_sad.wav,sad
data/training/Actor_26/26_01_01_01_beg_sad.wav,sad
data/training/Actor_26/26_01_01_01_rag_sad.wav,sad
data/training/Actor_26/26_01_01_01_dip_sad.wav,sad
data/training/Actor_26/26_01_01_01_sure_sad.wav,sad
data/training/Actor_26/26_01_01_01_wash_sad.wav,sad
data/training/Actor_26/26_01_01_01_dog_sad.wav,sad
data/training/Actor_26/26_01_01_01_mode_sad.wav,sad
data/training/Actor_26/26_01_01_01_which_sad.wav,sad
data/training/Actor_26/26_01_01_01_wife_sad.wav,sad
data/training/Actor_26/26_01_01_01_vine_sad.wav,sad
data/training/Actor_26/26_01_01_01_dime_sad.wav,sad
data/training/Actor_26/26_01_01_01_kite_sad.wav,sad
data/training/Actor_26/26_01_01_01_pike_sad.wav,sad
data/training/Actor_26/26_01_01_01_met_sad.wav,sad
data/training/Actor_26/26_01_01_01_turn_sad.wav,sad
data/training/Actor_26/26_01_01_01_note_sad.wav,sad
data/training/Actor_26/26_01_01_01_hate_sad.wav,sad
data/training/Actor_26/26_01_01_01_dead_sad.wav,sad
data/training/Actor_26/26_01_01_01_kick_sad.wav,sad
data/training/Actor_26/26_01_01_01_half_sad.wav,sad
data/training/Actor_26/26_01_01_01_seize_sad.wav,sad
data/training/Actor_26/26_01_01_01_make_sad.wav,sad
data/training/Actor_26/26_01_01_01_voice_sad.wav,sad
data/training/Actor_26/26_01_01_01_size_sad.wav,sad
data/training/Actor_26/26_01_01_01_base_sad.wav,sad
data/training/Actor_26/26_01_01_01_jar_sad.wav,sad
data/training/Actor_26/26_01_01_01_bought_sad.wav,sad
data/training/Actor_26/26_01_01_01_sheep_sad.wav,sad
data/training/Actor_26/26_01_01_01_moon_sad.wav,sad
data/training/Actor_26/26_01_01_01_shirt_sad.wav,sad
data/training/Actor_26/26_01_01_01_week_sad.wav,sad
data/training/Actor_26/26_01_01_01_gap_sad.wav,sad
data/training/Actor_26/26_01_01_01_take_sad.wav,sad
data/training/Actor_26/26_01_01_01_back_sad.wav,sad
data/training/Actor_26/26_01_01_01_walk_sad.wav,sad
data/training/Actor_26/26_01_01_01_tough_sad.wav,sad
data/training/Actor_26/26_01_01_01_rot_sad.wav,sad
data/training/Actor_26/26_01_01_01_shall_sad.wav,sad
data/training/Actor_26/26_01_01_01_ditch_sad.wav,sad
data/training/Actor_26/26_01_01_01_tool_sad.wav,sad
data/training/Actor_26/26_01_01_01_fail_sad.wav,sad
data/training/Actor_26/26_01_01_01_get_sad.wav,sad
data/training/Actor_26/26_01_01_01_rain_sad.wav,sad
data/training/Actor_26/26_01_01_01_phone_sad.wav,sad
data/training/Actor_26/26_01_01_01_rush_sad.wav,sad
data/training/Actor_26/26_01_01_01_join_sad.wav,sad
data/training/Actor_26/26_01_01_01_lean_sad.wav,sad
data/training/Actor_26/26_01_01_01_void_sad.wav,sad
data/training/Actor_26/26_01_01_01_boat_sad.wav,sad
data/training/Actor_26/26_01_01_01_match_sad.wav,sad
data/training/Actor_26/26_01_01_01_kill_sad.wav,sad
data/training/Actor_26/26_01_01_01_lease_sad.wav,sad
data/training/Actor_26/26_01_01_01_fit_sad.wav,sad
data/training/Actor_26/26_01_01_01_pole_sad.wav,sad
data/training/Actor_26/26_01_01_01_white_sad.wav,sad
data/training/Actor_26/26_01_01_01_numb_sad.wav,sad
data/training/Actor_26/26_01_01_01_mob_sad.wav,sad
data/training/Actor_26/26_01_01_01_dodge_sad.wav,sad
data/training/Actor_26/26_01_01_01_bone_sad.wav,sad
data/training/Actor_26/26_01_01_01_road_sad.wav,sad
data/training/Actor_26/26_01_01_01_far_sad.wav,sad
data/training/Actor_26/26_01_01_01_good_sad.wav,sad
data/training/Actor_26/26_01_01_01_cab_sad.wav,sad
data/training/Actor_26/26_01_01_01_yearn_sad.wav,sad
data/training/Actor_26/26_01_01_01_death_sad.wav,sad
data/training/Actor_26/26_01_01_01_hall_sad.wav,sad
data/training/Actor_26/26_01_01_01_peg_sad.wav,sad
data/training/Actor_26/26_01_01_01_witch_sad.wav,sad
data/training/Actor_26/26_01_01_01_lot_sad.wav,sad
data/training/Actor_19/19_01_02_01_kids-talking_sad.wav,sad
data/training/Actor_19/19_01_01_02_dogs-sitting_sad.wav,sad
data/training/Actor_19/19_02_01_02_kids-talking_sad.wav,sad
data/training/Actor_19/19_02_02_01_dogs-sitting_sad.wav,sad
data/training/Actor_19/19_02_02_02_kids-talking_sad.wav,sad
data/training/Actor_19/19_02_01_01_dogs-sitting_sad.wav,sad
data/training/Actor_19/03-02-04-01-02-01-19_sad.wav,sad
data/training/Actor_19/03-02-04-02-01-02-19_sad.wav,sad
data/training/Actor_19/19_01_01_01_kids-talking_sad.wav,sad
data/training/Actor_19/03-02-04-01-01-01-19_sad.wav,sad
data/training/Actor_19/03-02-04-02-02-02-19_sad.wav,sad
data/training/Actor_19/19_01_02_02_dogs-sitting_sad.wav,sad
data/training/Actor_19/03-02-04-02-02-01-19_sad.wav,sad
data/training/Actor_19/03-02-04-01-01-02-19_sad.wav,sad
data/training/Actor_19/19_01_02_01_dogs-sitting_sad.wav,sad
data/training/Actor_19/19_01_01_02_kids-talking_sad.wav,sad
data/training/Actor_19/19_02_01_02_dogs-sitting_sad.wav,sad
data/training/Actor_19/03-02-04-02-01-01-19_sad.wav,sad
data/training/Actor_19/03-02-04-01-02-02-19_sad.wav,sad
data/training/Actor_19/19_02_02_01_kids-talking_sad.wav,sad
data/training/Actor_19/19_02_02_02_dogs-sitting_sad.wav,sad
data/training/Actor_19/19_02_01_01_kids-talking_sad.wav,sad
data/training/Actor_19/19_01_01_01_dogs-sitting_sad.wav,sad
data/training/Actor_19/19_01_02_02_kids-talking_sad.wav,sad
data/training/Actor_10/10_01_02_02_dogs-sitting_sad.wav,sad
data/training/Actor_10/10_01_01_01_kids-talking_sad.wav,sad
data/training/Actor_10/10_02_01_01_dogs-sitting_sad.wav,sad
data/training/Actor_10/10_02_02_02_kids-talking_sad.wav,sad
data/training/Actor_10/10_02_02_01_dogs-sitting_sad.wav,sad
data/training/Actor_10/10_02_01_02_kids-talking_sad.wav,sad
data/training/Actor_10/10_01_01_02_dogs-sitting_sad.wav,sad
data/training/Actor_10/10_01_02_01_kids-talking_sad.wav,sad
data/training/Actor_10/10_01_02_02_kids-talking_sad.wav,sad
data/training/Actor_10/10_01_01_01_dogs-sitting_sad.wav,sad
data/training/Actor_10/10_02_01_01_kids-talking_sad.wav,sad
data/training/Actor_10/10_02_02_02_dogs-sitting_sad.wav,sad
data/training/Actor_10/10_02_02_01_kids-talking_sad.wav,sad
data/training/Actor_10/10_02_01_02_dogs-sitting_sad.wav,sad
data/training/Actor_10/10_01_01_02_kids-talking_sad.wav,sad
data/training/Actor_10/10_01_02_01_dogs-sitting_sad.wav,sad
data/training/Actor_17/17_02_01_01_dogs-sitting_sad.wav,sad
data/training/Actor_17/03-02-04-01-01-02-17_sad.wav,sad
data/training/Actor_17/03-02-04-02-02-01-17_sad.wav,sad
data/training/Actor_17/17_02_02_02_kids-talking_sad.wav,sad
data/training/Actor_17/03-02-04-01-02-02-17_sad.wav,sad
data/training/Actor_17/03-02-04-02-01-01-17_sad.wav,sad
data/training/Actor_17/17_02_02_01_dogs-sitting_sad.wav,sad
data/training/Actor_17/17_02_01_02_kids-talking_sad.wav,sad
data/training/Actor_17/17_02_01_01_kids-talking_sad.wav,sad
data/training/Actor_17/17_02_02_02_dogs-sitting_sad.wav,sad
data/training/Actor_17/03-02-04-02-01-02-17_sad.wav,sad
data/training/Actor_17/03-02-04-01-02-01-17_sad.wav,sad
data/training/Actor_17/03-02-04-02-02-02-17_sad.wav,sad
data/training/Actor_17/03-02-04-01-01-01-17_sad.wav,sad
data/training/Actor_17/17_02_02_01_kids-talking_sad.wav,sad
data/training/Actor_17/17_02_01_02_dogs-sitting_sad.wav,sad
data/training/Actor_04/04_01_01_01_dogs-sitting_sad.wav,sad
data/training/Actor_04/04_01_02_02_kids-talking_sad.wav,sad
data/training/Actor_04/04_02_02_02_dogs-sitting_sad.wav,sad
data/training/Actor_04/04_02_01_01_kids-talking_sad.wav,sad
data/training/Actor_04/03-02-04-01-01-02-04_sad.wav,sad
data/training/Actor_04/04_02_01_02_dogs-sitting_sad.wav,sad
data/training/Actor_04/04_02_02_01_kids-talking_sad.wav,sad
data/training/Actor_04/03-02-04-02-02-01-04_sad.wav,sad
data/training/Actor_04/03-02-04-01-02-02-04_sad.wav,sad
data/training/Actor_04/03-02-04-02-01-01-04_sad.wav,sad
data/training/Actor_04/04_01_02_01_dogs-sitting_sad.wav,sad
data/training/Actor_04/04_01_01_02_kids-talking_sad.wav,sad
data/training/Actor_04/03-02-04-02-01-02-04_sad.wav,sad
data/training/Actor_04/04_01_01_01_kids-talking_sad.wav,sad
data/training/Actor_04/04_01_02_02_dogs-sitting_sad.wav,sad
data/training/Actor_04/03-02-04-01-02-01-04_sad.wav,sad
data/training/Actor_04/04_02_02_02_kids-talking_sad.wav,sad
data/training/Actor_04/04_02_01_01_dogs-sitting_sad.wav,sad
data/training/Actor_04/03-02-04-02-02-02-04_sad.wav,sad
data/training/Actor_04/03-02-04-01-01-01-04_sad.wav,sad
data/training/Actor_04/04_02_01_02_kids-talking_sad.wav,sad
data/training/Actor_04/04_02_02_01_dogs-sitting_sad.wav,sad
data/training/Actor_04/04_01_02_01_kids-talking_sad.wav,sad
data/training/Actor_04/04_01_01_02_dogs-sitting_sad.wav,sad
data/training/Actor_03/03_02_02_02_dogs-sitting_sad.wav,sad
data/training/Actor_03/03_02_01_01_kids-talking_sad.wav,sad
data/training/Actor_03/03-02-04-01-02-01-03_sad.wav,sad
data/training/Actor_03/03-02-04-02-01-02-03_sad.wav,sad
data/training/Actor_03/03-02-04-01-01-01-03_sad.wav,sad
data/training/Actor_03/03_01_01_01_dogs-sitting_sad.wav,sad
data/training/Actor_03/03_01_02_02_kids-talking_sad.wav,sad
data/training/Actor_03/03-02-04-02-02-02-03_sad.wav,sad
data/training/Actor_03/03_01_02_01_dogs-sitting_sad.wav,sad
data/training/Actor_03/03_01_01_02_kids-talking_sad.wav,sad
data/training/Actor_03/03_02_01_02_dogs-sitting_sad.wav,sad
data/training/Actor_03/03_02_02_01_kids-talking_sad.wav,sad
data/training/Actor_03/03_02_02_02_kids-talking_sad.wav,sad
data/training/Actor_03/03_02_01_01_dogs-sitting_sad.wav,sad
data/training/Actor_03/03_01_01_01_kids-talking_sad.wav,sad
data/training/Actor_03/03_01_02_02_dogs-sitting_sad.wav,sad
data/training/Actor_03/03-02-04-02-02-01-03_sad.wav,sad
data/training/Actor_03/03-02-04-01-01-02-03_sad.wav,sad
data/training/Actor_03/03_01_02_01_kids-talking_sad.wav,sad
data/training/Actor_03/03_01_01_02_dogs-sitting_sad.wav,sad
data/training/Actor_03/03_02_01_02_kids-talking_sad.wav,sad
data/training/Actor_03/03-02-04-02-01-01-03_sad.wav,sad
data/training/Actor_03/03_02_02_01_dogs-sitting_sad.wav,sad
data/training/Actor_03/03-02-04-01-02-02-03_sad.wav,sad
data/training/Actor_02/02_01_01_02_kids-talking_sad.wav,sad
data/training/Actor_02/02_01_02_01_dogs-sitting_sad.wav,sad
data/training/Actor_02/03-02-04-01-01-01-02_sad.wav,sad
data/training/Actor_02/03-02-04-02-02-02-02_sad.wav,sad
data/training/Actor_02/02_02_02_01_kids-talking_sad.wav,sad
data/training/Actor_02/03-02-04-01-02-01-02_sad.wav,sad
data/training/Actor_02/03-02-04-02-01-02-02_sad.wav,sad
data/training/Actor_02/02_02_01_02_dogs-sitting_sad.wav,sad
data/training/Actor_02/02_02_01_01_kids-talking_sad.wav,sad
data/training/Actor_02/02_02_02_02_dogs-sitting_sad.wav,sad
data/training/Actor_02/02_01_02_02_kids-talking_sad.wav,sad
data/training/Actor_02/02_01_01_01_dogs-sitting_sad.wav,sad
data/training/Actor_02/02_01_01_02_dogs-sitting_sad.wav,sad
data/training/Actor_02/02_01_02_01_kids-talking_sad.wav,sad
data/training/Actor_02/02_02_02_01_dogs-sitting_sad.wav,sad
data/training/Actor_02/02_02_01_02_kids-talking_sad.wav,sad
data/training/Actor_02/03-02-04-02-01-01-02_sad.wav,sad
data/training/Actor_02/03-02-04-01-02-02-02_sad.wav,sad
data/training/Actor_02/02_02_01_01_dogs-sitting_sad.wav,sad
data/training/Actor_02/02_02_02_02_kids-talking_sad.wav,sad
data/training/Actor_02/02_01_02_02_dogs-sitting_sad.wav,sad
data/training/Actor_02/03-02-04-02-02-01-02_sad.wav,sad
data/training/Actor_02/03-02-04-01-01-02-02_sad.wav,sad
data/training/Actor_02/02_01_01_01_kids-talking_sad.wav,sad
data/training/Actor_05/05_02_02_01_kids-talking_sad.wav,sad
data/training/Actor_05/05_02_01_02_dogs-sitting_sad.wav,sad
data/training/Actor_05/05_01_01_02_kids-talking_sad.wav,sad
data/training/Actor_05/05_01_02_01_dogs-sitting_sad.wav,sad
data/training/Actor_05/05_01_02_02_kids-talking_sad.wav,sad
data/training/Actor_05/03-02-04-01-02-02-05_sad.wav,sad
data/training/Actor_05/03-02-04-02-01-01-05_sad.wav,sad
data/training/Actor_05/05_01_01_01_dogs-sitting_sad.wav,sad
data/training/Actor_05/03-02-04-01-01-02-05_sad.wav,sad
data/training/Actor_05/03-02-04-02-02-01-05_sad.wav,sad
data/training/Actor_05/05_02_01_01_kids-talking_sad.wav,sad
data/training/Actor_05/05_02_02_02_dogs-sitting_sad.wav,sad
data/training/Actor_05/05_02_02_01_dogs-sitting_sad.wav,sad
data/training/Actor_05/03-02-04-02-02-02-05_sad.wav,sad
data/training/Actor_05/03-02-04-01-01-01-05_sad.wav,sad
data/training/Actor_05/05_02_01_02_kids-talking_sad.wav,sad
data/training/Actor_05/05_01_01_02_dogs-sitting_sad.wav,sad
data/training/Actor_05/05_01_02_01_kids-talking_sad.wav,sad
data/training/Actor_05/03-02-04-02-01-02-05_sad.wav,sad
data/training/Actor_05/03-02-04-01-02-01-05_sad.wav,sad
data/training/Actor_05/05_01_02_02_dogs-sitting_sad.wav,sad
data/training/Actor_05/05_01_01_01_kids-talking_sad.wav,sad
data/training/Actor_05/05_02_01_01_dogs-sitting_sad.wav,sad
data/training/Actor_05/05_02_02_02_kids-talking_sad.wav,sad
data/training/Actor_12/03-02-04-01-01-01-12_sad.wav,sad
data/training/Actor_12/12_02_02_02_dogs-sitting_sad.wav,sad
data/training/Actor_12/12_02_01_01_kids-talking_sad.wav,sad
data/training/Actor_12/03-02-04-02-02-02-12_sad.wav,sad
data/training/Actor_12/03-02-04-01-02-01-12_sad.wav,sad
data/training/Actor_12/03-02-04-02-01-02-12_sad.wav,sad
data/training/Actor_12/12_01_01_01_dogs-sitting_sad.wav,sad
data/training/Actor_12/12_01_02_02_kids-talking_sad.wav,sad
data/training/Actor_12/12_01_02_01_dogs-sitting_sad.wav,sad
data/training/Actor_12/12_01_01_02_kids-talking_sad.wav,sad
data/training/Actor_12/12_02_01_02_dogs-sitting_sad.wav,sad
